artist,song_id,song_title,chunk_id,text
周士爵,周士爵_0000,让我们平静地走进黑夜,0,"岁月之初怀有很多梦想
那清晰又 美妙的构想
向世界放飞我的幻想
情谊在心中 朋友在远方
好运像 太阳光 落在头上
流畅像 翻涌的波浪 流向
心中带走心中的 惆怅
极少 梦到 不安 或受伤
我的梦总与欢乐的现实相关
是否因此人们总说梦和现实相反
当我在 现实的 荒原中 迷航
躺卧在 去往 仙女座的 船舱
看到你的模样 我羞愧难当
在暗淡的时光 你是光
不光像在梦幻的月光里的
梦乡里 沉浸于 甜蜜的 遐想
最后我们明白最后我们记得
世界 不光是幻觉和假象
这不是假想 当你像个兼职
而不是全职 坚持你的梦想
你将像个全职 而不是兼职
无法掩饰 你的忧伤
当人们 追逐着 欲望 追逐的 虚妄
和无法实现的现实遇上
变成了悲伤 试着去遗忘
想睡着 只能 什么都不去想
夜 是 点亮 记忆的地方
原谅 世界 已 变不回原样
人 不知 所措 地诞生
只是行过 无 所谓完成
愿 梦境之神 先生 不再患有拖延症
以及懒惰 引发的很多炎症
给你很多甜梦
夜不朽 慢慢走 眼皮后 尽是温柔
点上蜡
让我们平躺下
在顺流而上的木筏
那追杀
子弹
马的嘶喊
都会离我们越来越远
张牙舞爪的火车轨道在缓慢地变幻
命运莫测啄木鸟
流星划过 一只鹿的角
擦出了瞬间的闪电 击中了声音的碎片
挥挥手 笑对洪水猛兽
身披落叶 影子牵着我们走
很多的酒等我们喝完以后去制造很多传说
钻进很多个失眠的窝
把很多梦装进旋转的容器
让骨头和泥在火里铸成玻璃
在蚂蚁世界中酿成大错
在人马星座里 excuse me
光明在黑暗里
我是你的黑的笔
在深夜里
只留下了一句
Kan kei na i
黑夜的尽头是块石头
月光把我们铸成雕像
日出不是我们的出口
让我们平静地走进黑夜的双手"
周士爵,周士爵_0001,女人啊,0,"人啊，你深渊的底 到底在哪里
谁，也测不出来 所以才无奈
可这旋律刚一响起，眼睛就落下了雨
想钻到你怀里去，哭它一个痛快
女人啊 怎可以 回回 受到伤害
却仍能 一次次地化为绷带
把那些愚蠢的男人的骄傲
造成的每个伤口 悄悄 包扎起来
你 把我放到 这世上
你 常常 让我像 白痴一样
你开启我的想象
你关闭我的反抗
知道女性保护主义
会被女权主义 看不起
我永远站在你身边 捍卫你 的权利
赞美你
我在意 你 在不在爱里
我 没怀疑过 该不该爱你
有时我帮你
把 另一个童话的世界 门 开 开
有时我像你
童话世界里的另一个重大 自然 灾 害
有时我想起
数度 独步云外 数度 倒在裙摆
寻欢在 循环在 云山云海
你是我梦中 见过 最多的人
见到你我早已 美梦成真
你不光 让我跻身 毫无疑问 最幸运的人
还帮我探索 气候学 探测赤道 到 极地气温
若你问 使我 内心的波动 不请自
来的 是什么 是 你笑 容的影子
它们像音符 在五线谱间 彼此磨练
拨动心弦的旋律 与 无限
你可别跟我说 辛苦
在你身边我只感觉 心甜
人啊，你深渊的底 到底在哪里
谁，也测不出来 所以才无奈
可这旋律刚一响起，眼睛就落下了雨
想钻到你怀里去，哭它一个痛快
女人啊 怎可以 回回 受到伤害
却仍能 一次次地化为绷带
把那些愚蠢的男人的骄傲
造成的每个伤口 悄悄 包扎起来"
周士爵,周士爵_0002,悲极生乐,0,"童声 : 石梓墨/孙一涵/吕翼娆
巨大的怪物
它也会哭
一滴泪就是一场雨
表情无辜
很久很久以前
雪不会化在火边跳舞
烧光了庄稼
一直在哆嗦
一直都非常寂寞
直到心里的哑巴
吐出颜色
把一只捕猎的鹰涂成牡丹
兔子正相反
紫色海面吞没绿色沙滩
我们踩着透明冲浪板
看起来像是在
橙色浪头上散着步
傍晚 我们食不果腹
可灵感就像瀑布般奔涌而出
手心和脚掌都长满了藤蔓植物
老人们忘记了彼此的称呼
忘记了被忘记的痛苦
怀疑辣椒
想不起呕吐的感觉
还会哼 摇篮曲
想不起衣衫褴褛的乞丐赤脚走在
乞力马扎罗山顶的雪白
划一根火柴 才记起来
如何去唱歌
如何让脸上的沟壑
变成长满野花的山坡
你的沮丧
我来负责
你的失望
我扛在肩上
你孤掌难鸣
我齐声来和
你在唱着
我在唱着
我们唱着
悲极生乐
暴雨打在我脸上
没有彩虹和阳光
我在唱
笑容写在我脸上
就像彩虹和阳光
我在唱
心中的恨只是对自己的酷刑
我们的生命被我们所爱的塑形
懒散熄灭了你生活的热情
没什么能从空虚中苏醒
只有傲慢只有照办只有操蛋
头顶布满摄像头 满怀乡愁
噢我可不想等到最后再享受
与美妙的印象手牵手
其他一概既往不咎
在一个阳光和云一样好的午后
躺在海洋馆儿童游乐设施旁的空档
做着一些二十一世纪嬉皮士
应该做的事
过了一两个小时
她给她最好的朋友打着电话
兴奋地分享着“你知道我看见什么了吗”
傍晚请街头漫画家 在其即兴线条下写上
“垦丁欢乐 夜夜笙歌”
喝着当地的茶 和几种熟悉的酒
像Django的手在吉他上走
总是在极端的边缘拨弄着几根分界线
让我们迅速行动起来在莫名其妙的翻脸
来临之前
我竟丢了几个朋友在五年之间
有的找回来了有的还期待着复原
这几年听了很多氛围一点的音乐
就像这首歌的采样 一遍一遍
压制着不妙的状态里产生的邪念
直到今年写完四十首歌
身体和心灵的锻炼越来越多
体会着悲极生乐
也可以说
悲极生乐
现在请聆听来自天使的声乐
暴雨打在我脸上
没有彩虹和阳光
我在唱
笑容写在我脸上
就像彩虹和阳光
我在唱"
周士爵,周士爵_0003,找一颗心,0,"冰激凌
泻立停
黑猫喝
白猫牌洗洁精
话太冷
冻成冰
瑟瑟发抖
用纸杯里的玻璃漱口
烧了一宿
热情都蒸发
喝多了
躺满整张沙发
天亮了还不回地底下
找蚯蚓找棺材找挨骂
呸呸呸
喂喂喂
大动脉那头的你是谁
蹦蹦蹦
跳太快受不了
她在月亮背面跺着脚
张衡发明了地动仪
DJ百姓播放新一期
心愈频率
找一颗心找到伤口所在
修复它不光靠爱
Do u want more
这里是地下广播
找一颗心 你找 到一颗心
感觉像在完美和弦里找 到一个音
失 掉 一颗心 像失 效 你的心
爱情事儿 维纳斯 马上要 教你核心
找一颗心 有时像 陨石
和行星相聚 祈祷 没有一点用
难免 会有一点痛
找一颗心 有时像陆地 与 海洋相遇
心有灵犀一点通
找一颗心 把双眼合上
余生何处 安放 找一颗心合唱
我心里 情不 自禁 暗暗设想
天堂 应该就是 唱片 图书馆的模样
您过奖 你称呼我 罗曼蒂克瓷
读着 博尔赫斯 路过 波斯
引用 鲁米的诗句 吟诵
经由爱 所有青铜 都会变成黄金
上辈子的冤家 或玉女金童
伊甸园里的一段故事和光阴
最好的关系    来自运气
决意 不让 谢意 缺席  决意
不让 惬意 绝迹 目的 已确立
向唱片里 传出的金色 音色学习
爱情啊 有朋友说它是烟花
有朋友说   它是   锦上添花
有个说法争议少
说爱情 比 回忆薄
比 忘却厚 比 失败多 比 胜利少
我知道 我刚好 学到皮毛
至少爱护伊甸园里的 一花一草
找一颗心 你找 到一颗心
感觉像在完美和弦里找 到一个音
失 掉一颗心 像失 效你的心
爱情这事儿维纳斯 马上要 教你核心"
周士爵,周士爵_0004,去爱去哭去疑惑,0,"小老虎：别信这一套
她犹豫她深呼吸
你只是不够好
为了拔这根刺
花钱治疗心里的病
她盯着她对面印度人的眼睛
哭吧
去回忆从六岁开始你所有的委屈
想象你是一只濒死的麻雀
一群受伤的狒狒
撕心裂肺地喊叫
动摇着窗外的大雨纷飞
鼻涕和口水飞溅到精神导师的棉麻长袍
像是一幅书法固执地写着
你只是不够好
周士爵：因为喜欢音乐朋友多
却总是听到朋友说
别人在背后说她
喜欢混圈儿和走面儿
看不惯女孩儿有面儿
但是她自己抛开了生气
不如把自己泡在歌声里
她说她是讨好型人格
从小到大受到的教育
音乐的审美她是最狠的
可能从音乐里受到的教育
她的乐观直接影响我
我的乐观也被她扩宽
因为我也常常觉得自己
是个孤儿直到艺术领养我
我还有很多好朋友挺像我
小老虎：她站在冷藏室
面对着冷冻的卵子
握紧了手里的激光剑
斩断了基因的锁链
作为太阳下的最后一个女人
她决定
做一个自由的寡妇，在月亮背面
去迎接每一道穿透皮肤的宇宙射线
天鹅座没人能看得穿
她心里对完整的答案
诚实的生活方式其实是按照自己身体的意愿行事
觉得饿的时候才吃
爱的时候不必撒谎
孤独常被错认成夜幕
然而它是日出
周士爵：她说她打她记事儿以来
就没见过他爸喝过水
纯粹依赖各种酒精
啤酒白酒白酒啤酒一天一宿
慢慢学会说服自己慢慢学会说不
慢慢学会做主自己 向上或下的坡度
去年我观念上最大的冲击
生活不容易
当你没钞票
谁都能感觉到没着没落
她说她上班一天没笑
生活被缠绕在同一条轨道
生命没返程票不能够回到
理想的高空感觉被掏空
也开始调动酒精的效用
小老虎：为什么被人爱慕，竟然会成为一种痛苦
周士爵：失落或没落或堕落是我正和变化共舞
小老虎：碰到了痛处，头顶，有一只乌鸦飞过
周士爵：我去每个平行宇宙发现总之我是自毁的
小老虎：拜托，背景请换个颜色
周士爵：总之一言难尽所以总是一口气写一专辑
小老虎：和无数身体，烧成的灰，一起泡在恒河里
周士爵：夜夜极乐和饥饿解放和奴役倒在同一个梦里
小老虎：我是代码文字的奴隶，没存盘，就不存在
周士爵：布考斯基的墓志铭
小老虎： Don’ t try
周士爵：我还是希望你相信
小老虎：未来
周士爵：人间的事
小老虎：很短
周士爵：悲情里走动的温暖
小老虎：一切洒落的泪
周士爵：和如雨挥去的汗
小老虎：都在浇灌
一棵树安放你的不安
周士爵：能不能比特币
小老虎：能不能巧克力
周士爵：像蜜蜂踩着地或像你采着蜜
小老虎：能不能创口贴
周士爵：能不能心更野
小老虎：能不能光着脚下台阶不停歇
摔倒在
周士爵：衰老在
小老虎：飘起来
周士爵：裱起来
小老虎：求失败
周士爵：使劲甩抡起来
小老虎：雪地里
周士爵：滚起来
小老虎：浪里把
周士爵：眼睁开
小老虎：往你们
周士爵：怀里塞
小老虎：再也不想出来
Recorded By小老虎,尹冲
Design By金鹿"
周士爵,周士爵_0005,散个步,0,"周士爵：
生活节奏突然慢下来时
二零年开始身边朋友开始
不约而同在公园相聚
我也开始喜欢在街上走来走去
拍些街头趣味或纪实性的相片
那些瞬间像在定期提醒我每一天都新鲜
像闪光点连接我快乐心情的航线
当然同时语言的灵感也时而涌现
像“温暖的音乐，是上天的恩典，我想给你分点。”
像“音乐做的到位，就是对他的告慰。”
像“真正的天才
和想象恋爱
数千年来无一例外
用每一天练信手拈来”
像“生活呢
就像
他们说的
还得继续下去
不管你在驾驭生活还是被生活驾驭”
就像
尼采说的
你走的太快了
只是到了这个时候
疲倦了
你的幸福才追上你了
小老虎：
昨晚你 火边睡着了没注意
月亮上的酒被打翻了 洒了一地
小精灵骑着猫头鹰趴在我耳边讲
每个舞步里的月光他都已收集完毕
阳光东倒西歪在 两片树叶间的槐柏摇晃着柏油路 流向了心的湖
每当遇到云彩在每个人头上跳舞，袋鼠戴上我的墨镜与我一起散步
我们跳着走，倒着走
偶尔也会回头
观察枯萎的花，拽着时光的尾巴
小号手还在噘嘴巴
海鸥刚
落在了货轮的屁股上
汽笛就
被拉响
路过我身旁的你
脚踩一头大象
装载一吨
不被原谅的弛放
一脚踩死一颗咖啡豆
当超过两万步以后
总会有 一个浪漫的念头
慢慢走着走着走进你的 SOUL
周士爵：刚溜达过来路上想跟你分享一事儿
那天在紫光园吃早点我听见
俩阿姨聊生活感触
是我今年听到触动最大的哲学感悟
小老虎：“什么呀？”
周士爵：那阿姨的原话
“什么啊都是一习惯”
小老虎：“不太明白。比如呢？
周士爵：“也没什么比如，就是只言片语触发了联想”
小老虎：“你的意思是就像我早上必须先喝一杯咖啡再上厕所？”
周士爵：“对，就像我现在一天不走一小时路就觉得白过了”
小老虎：记得离开北京后第一次，离新闻联播还有半小时我归来
站在一个过街天桥，眼瞅着夕阳把黄金铺满整条平安大道
我想哭我想笑，我想让路上行色匆匆低头走过的路人们能看上一眼也好
周士爵：二零二二答案不会在最后一天揭晓
小老虎：和我散步的时候你飞得像只飞鸟
Recorded By小老虎,尹冲
Photo By小老虎
Design By金鹿"
周士爵,周士爵_0006,来一些温柔吧,0,"烟斗点起来
把烟火放出来
把 钉子拔出来
在 椰林里面躺下来
听 我唱一曲lullaby
Bye 傍晚的树叶在微笑
松鼠喂你吃樱桃
我喂你的心香料
金枪鱼背着你过浪涛
看门的狗 它不再叫
你可以 随意地走进 任何人的家门
坐在 随便一把椅子 上
用筷子把碗敲响
把肉汤喝个精光
我漫步经心地准备 一抽屉的玫瑰
坐在 随便一把椅子上
用不经意的余光
让你的脸发烫
早上到晚上
一直大排档
大口喝夕阳
我们一起决定
云彩的形状
来一些夸下海口
来一些飞禽走兽
管它是不是直立行走
来一些温柔
烟斗点起来
把烟火放出来
狂欢的午夜 曾经是 我们的主业
漫长的告别 丰厚的酬谢
我的生活发生了很多改变
比如醒着的时候变成了白天
看着情侣骑着车牵着手
或跟着音乐点着头颠着走
也见过 几次  十年 爱情 长跑
充满 东窗 事发的 步姿
心醉神迷 当然不必 貌合神离
貌合神离 当然不比 心醉神迷
爱情的悖论 够不够神奇
请你不必交代别的事
某个密码是不是 初恋生日？
一个苦思冥想的男人 一任
女人爱抚 不论多老 仍懵懂无知
更甭说你给我的是   一吻
不想继续使用语言 怕词不达意
唯有一种气息才能传情达意
你在我大脑里 勾勒的诗情画意
太抽象 像你是达利
在这个旋转的 不规则 球体
爱是我 心甘情愿 正在输的 游戏
你想玩儿？随意 请你投币
我觉得你有戏
我觉得你有戏"
周士爵,周士爵_0007,一走了之,0,"一只手 轻柔地
拔起了唱针
于是 一首曲子
戛然而止
Jah Jah 戛然而止
不早不晚
一架飞机撞在一缕阳光上
被切成两半
而上个冬天
就本该落下来的那片树叶
依然在树枝上顽强地孤单
哦人们啊
总是猜不透
松开手的理由 总想让
已经沉默了的开口
一只手
轻柔地更换了一张唱片
哈，不知道
是爱让你摇滚
还是音乐可以保温
多单纯
此刻我们都很兴奋
一只鸟 突然撞在窗户上
一颗心 猝不及防地变凉
有人粗暴地提高音量
有人优雅地关掉音响
而我对你的印象
总是像 风铃一样叮当
而人们啊
在没风的午后 总想让
已经沉默了的开口
谈及她
我的第一想法
是想回到虫二家
和他们俩听巴西老哥弹吉他
第二个想法
是你不在了 妈的
还有谁跟我交流Lovers Rock
第一反应是你走的太草率孩子太小
我的生活太吵
作为朋友给你开导太少
你不是第一个朋友想要一走了之
我自己也有一段时间老是
想到一走了事
你是我第一个朋友选择了这么做
说真的我 很长时间不知该说什么
全球每四十秒就有一个轻生的念头得手
不到一分钟可能又 有一个生命被夺走
绝望与热爱只隔一线
自寻短见与转变只差一念
论及她 最多的是她的 不负责 其次
是她的勇气 而毫无疑义
这个人世已不再对她有任何意义
你已永远的与你热爱的音乐融为一体
当关于你的叹息和感激聚在一起
Jah Jah 愿你安息
I don’t wanna die no more
只想更脚踏实地地热爱生活
I don’t wanna die no more
只想更脚踏实地地热爱生活
只想心怀感激地热爱着生活"
周士爵,周士爵_0008,不要催促呀,0,"你急什么呀
跑那么快干嘛
水有多么清
回家的路就有多么堵
刚刚那一脚踩死了九棵树呀
牙好胃口就好
放不下
还是放不下
你的自我
有着沉重的骨架
我知道你
在漫长的幻觉里
度过了很久很久很久很久以前
你曾拥有很多时间
眼睛一直跟着白云 耳朵跟着唱片
在书里长
在书里衰
杀马特们纷纷地把头发漂白
如大雪纷纷的
MC石头们打了水漂以后
他会在你生日的时候
送上一段问候
念一段紧箍咒
虽然你鼓起勇气结了婚但还没准备为宇宙增加人口
全 球 继 续 变 暖
你觉得人类就快玩儿完
可是我的笔还在 我的上衣口袋
交叉着二郎腿，乱纷飞的萤火
在眼里勾搭着泪珠
庆祝即兴大爆炸理论的罄竹难书
不要催促呀
不要催促啦
休息
休息一会
了解这 世界 如何 运转
像了解 你的 骨骼 和 血液循环
经历过 太多 消极循环
直到你 找到了 自己的 积极循环
像任何一种音乐或舞步你看
变化是它唯一习惯
如果问题已不 简单
那一成不变的前路 将更加艰难
想委婉地 告诉他 那毫无美感
不要催促他 发自肺腑的
问你好 心态 和好的 生态 还能恢复吗？
在你心里是 有数还是没数的
你会选择 雨林 或沙漠？有树还是没树的
同样的问题 在不同的经度纬度会晤着
自然的规律你 一旦 一再违反 那你
会遭受非凡的打击 在打击中观察你
如果你不把你 自己埋葬在生活的繁杂里
如果精心打理 自然会把你
安排在她的宽大里
一切都变得如此清晰
这一切都在于练习和经历
记住每步的 积极维护的
正在围堵着 消极为主的
不要催促呀 有个声音
像在回复我 没有退路了
没有退路了 快要恢复了"
周士爵,周士爵_0010,和你说我,0,"我并不 觉得双重性格分裂
就像我觉得好音乐间 并不存在分界
我领悟 且 热爱这 些 音乐的恳切
私定终身 每张唱片都是婚戒
统治我周围一 切 的是 现金 和 艰辛
如果谈心 只有音乐 才能让我专心
十八岁已娴熟 音乐国淘金和 千里传音
它让我靠近欢心 它让我坚信
我不会对你冷漠 冷漠
不在我天性里 生活 江湖险恶 它显得
太可爱了 我不知所措
我的 想象囊括整个天河
这是我 家族的显赫
这只是个检测 天空在下坠 人在下跪
世间的一切好像都有了价位
往往那最朴实 和那最 真挚 的话最
振聋发聩 像妈妈给 我写的那段话会
让我 受用 终身 我手中
每本都能勘 探出 钻石当我 翻书
我清楚 自己 没有诗人天赋 没有商人的天赋
我将用我离开这世界前所有的天数
致力于让你的生活和音乐国 接壤
只有你能让 自己的天性 解放
自我刨析 离开音乐我 何止
可能 自我抛弃 甚至 倒地暴毙
像是 陀思妥耶夫 斯基 笔下的白痴
在世 想给你一个新的开始
基因上 百分之九十九点九九与你相似
除此之外 我知
道自己什么也不是 只是荒谬 过失和 错失
唱着一首你没听过 的诗
童年是 我排练室 童心是 我舞蹈老师
我的天使和我的心灵导师
直到我隐形消失
酷 暑 的 下 午
我倒着走路
用一整瓶朗姆 浇一棵枯树
整个上午我都在床上盼望
在云上浪费时光
站在鸟的背上
如果你也不善良
就谁都不用惊慌
吃个精光 每一分钟都有一种动物消失在这世上
肉和肉 都一样
猴王挨揍
该投的时候，我降
和你说起
我
为了一首歌曲
扒了一只鳄鱼的皮
裹住海燕的尸体
塞进一头海象的胃 埋在地下
经过一整个盛夏 让味道爆炸为了在
你感觉自己腐烂的时候
当你不再爱着浓烈的爱
我会像撬开一个一百年前的罐头
一样撬开你的嘴 再灌上它一勺海
不合时宜地出现在一道闪电里
在最热烈的party里突然说再见
让醉鬼的高贵再现
撕掉诗人们的湿衣服然后为他们涂上大便
和你说起我
就像是讲一个故事
讲到一半
船靠了岸
剩下的一半
任人们谣传
我早已把它藏在孩子的摇篮"
